"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"110","Rubiaceae","Pinckneya","Pinckneya bracteata","whole plant height","6.4008","m","Maximum height",NA,NA,NA,"http://www.americanforests.org/resources/bigtrees/register.php",NA,NA,"United States",NA,NA,"public",3147280
"111","Rubiaceae","Exostema","Exostema caribaeum","whole plant height","10.0584","m","Maximum height",NA,NA,NA,"http://www.americanforests.org/resources/bigtrees/register.php",NA,NA,"United States",NA,NA,"public",3147314
"112","Rubiaceae","Galium","Galium triflorum","seed mass","0.679","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",3148105
"113","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.0197","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.678606,-83.5791,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3149542
"114","Rubiaceae","Faramea","Faramea occidentalis","leaf area","3899.1","mm2","LICOR-3100 area meter",8.679627,-83.5767,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3149587
"115","Rubiaceae","Galium","Galium aparine","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157872
"116","Rubiaceae","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157892
"117","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/30/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157906
"118","Rubiaceae","Galium","Galium aparine","plant flowering begin","6/2/1935","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157916
"119","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/25/1919","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157958
"120","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/26/1912","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157959
"121","Rubiaceae","Exostema","Exostema caribaeum","stem wood density","0.71","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3155931
"122","Rubiaceae","Exostema","Exostema caribaeum","stem wood density","0.99","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3155965
"123","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/30/1929","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3156706
"124","Rubiaceae","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3156796
"125","Rubiaceae","Faramea","Faramea occidentalis","leaf fresh mass","0.583","g","Radwag WTB 200 Precision Balance",8.705146,-83.5334,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3156745
"126","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","12.515","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.728298,-83.5663,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3156848
"127","Rubiaceae","Faramea","Faramea occidentalis","leaf area","5859.4","mm2","LICOR-3100 area meter",8.679404,-83.578,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3156859
"128","Rubiaceae","Faramea","Faramea occidentalis","leaf area","3520","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","Panama",NA,NA,"public",3157166
"129","Rubiaceae","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157412
"130","Rubiaceae","Galium","Galium aparine","plant flowering begin","6/1/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157452
"131","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/27/1928","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157538
"132","Rubiaceae","Galium","Galium aparine","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157771
"133","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/27/1933","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157834
"134","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/28/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157841
"135","Rubiaceae","Galium","Galium aparine","plant flowering begin","6/2/1960","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157924
"136","Rubiaceae","Galium","Galium aparine","plant flowering begin","6/3/1924","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157943
"137","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/21/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157944
"138","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/27/1915","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157947
"139","Rubiaceae","Galium","Galium triflorum","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157956
"140","Rubiaceae","Galium","Galium aparine","plant flowering begin","6/13/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157957
"141","Rubiaceae","Galium","Galium triflorum","plant flowering begin","5/14/1944","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157984
"142","Rubiaceae","Galium","Galium triflorum","plant flowering begin","5/13/1960","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157986
"143","Rubiaceae","Galium","Galium triflorum","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157987
"144","Rubiaceae","Galium","Galium triflorum","seed mass","0.798041","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3157988
"145","Rubiaceae","Guettarda","Guettarda elliptica","stem wood density","0.97","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3159134
"146","Rubiaceae","Guettarda","Guettarda foliacea","leaf area","3890","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","Panama",NA,NA,"public",3159137
"147","Rubiaceae","Hamelia","Hamelia longipes","stem wood density","0.5","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3159396
"148","Rubiaceae","Hedyotis",NA,"stem wood density","0.38","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.rs7b0.2","Mascaro J","jmascaro@stanford.edu","United States","Hawaii",NA,"public",3159487
"149","Rubiaceae","Hintonia","Hintonia latiflora","stem wood density","0.74","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3159979
"150","Rubiaceae","Galium","Galium aparine","plant flowering begin","5/22/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3165217
"151","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","5.621","g","Radwag WTB 200 Precision Balance",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173760
"152","Rubiaceae","Galium","Galium boreale","plant flowering begin","6/13/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3166431
"153","Rubiaceae","Faramea","Faramea permagnifolia","leaf fresh mass","9.771","g","Radwag WTB 200 Precision Balance",8.728298,-83.5663,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3179502
"154","Rubiaceae","Morinda","Morinda citrifolia","stem wood density","0.63","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.rs7b0.2","Mascaro J","jmascaro@stanford.edu","United States","Hawaii",NA,"public",3166280
"155","Rubiaceae","Galium","Galium boreale","plant flowering begin","6/6/1912","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3166443
"156","Rubiaceae","Galium","Galium boreale","plant flowering begin","6/6/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3166526
"157","Rubiaceae","Galium","Galium triflorum","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3166681
"158","Rubiaceae","Faramea","Faramea permagnifolia","diameter at breast height (1.3 m)","2.7","cm","diameter tape",8.678606,-83.5791,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3167797
"159","Rubiaceae","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3168987
"160","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","5.736","g","Radwag WTB 200 Precision Balance",8.678606,-83.5791,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3167927
"161","Rubiaceae","Galium","Galium triflorum","plant flowering begin","5/25/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3168124
"162","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.023771224","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3168268
"163","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.049658314","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3168269
"164","Rubiaceae","Coffea","Coffea arabica","leaf nitrogen content per leaf dry mass","33.4","mg.g-1","Leaf C and N values were determined on c. 2 mg of ground leaf tissue using a Flash 2000 Elemental Analyzer (Thermo Fisher Scientific, Waltham, MA, USA), which was calibrated with an aspartic acid standard (standard curve r2 = 0Â·9998) and recalibrated with aspartic acid standards prior to each sample run to ensure accuracy.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3168279
"165","Rubiaceae","Coffea","Coffea arabica","leaf carbon content per leaf dry mass","501.6","mg.g-1","Leaf C and N values were determined on c. 2 mg of ground leaf tissue using a Flash 2000 Elemental Analyzer (Thermo Fisher Scientific, Waltham, MA, USA), which was calibrated with an aspartic acid standard (standard curve r2 = 0Â·9998) and recalibrated with aspartic acid standards prior to each sample run to ensure accuracy.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Aquiares Estate","public",3168280
"166","Rubiaceae","Coffea","Coffea arabica","leaf carbon content per leaf dry mass","486.3","mg.g-1","Leaf C and N values were determined on c. 2 mg of ground leaf tissue using a Flash 2000 Elemental Analyzer (Thermo Fisher Scientific, Waltham, MA, USA), which was calibrated with an aspartic acid standard (standard curve r2 = 0Â·9998) and recalibrated with aspartic acid standards prior to each sample run to ensure accuracy.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3168284
"167","Rubiaceae","Galium","Galium aparine","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3169150
"168","Rubiaceae","Galium","Galium boreale","plant flowering begin","6/17/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3169162
"169","Rubiaceae","Galium","Galium boreale","plant flowering begin","6/14/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3169164
"170","Rubiaceae","Psychotria","Psychotria horizontalis","leaf phosphorus content per leaf dry mass","1.28039","mg.g-1",NA,10.83343,-85.60024,300,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Sector Santa Rosa","public",3170148
"171","Rubiaceae","Faramea","Faramea occidentalis","leaf phosphorus content per leaf dry mass","0.99216684","mg.g-1",NA,10.76667,-85.33333,761,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste el Rincon de la Vieja. Sector Las Pailas.","public",3170962
"172","Rubiaceae","Guettarda","Guettarda macrosperma","leaf carbon content per leaf dry mass","459.77","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.50371,-85.37081,289,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste","public",3170992
"173","Rubiaceae","Houstonia","Houstonia longifolia","plant flowering begin","6/12/1956","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3171039
"174","Rubiaceae","Randia","Randia cubana","leaf carbon content per leaf dry mass","419.521","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.50371,-85.37081,289,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste","public",3171064
"175","Rubiaceae","Faramea","Faramea occidentalis","leaf dry mass","0.304","g","Radwag WTB 200 Precision Balance",8.705146,-83.5334,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173033
"176","Rubiaceae","Faramea","Faramea permagnifolia","leaf thickness","0.35","mm","Mitutoyo 7321 dial thickness gauge",8.679162,-83.5785,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173047
"177","Rubiaceae","Faramea","Faramea permagnifolia","leaf thickness","0.35","mm","Mitutoyo 7321 dial thickness gauge",8.678606,-83.5791,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173061
"178","Rubiaceae","Faramea","Faramea occidentalis","leaf dry mass","0.273","g","Radwag WTB 200 Precision Balance",8.705146,-83.5334,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3172502
"179","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","3.944","g","Radwag WTB 200 Precision Balance",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173651
"180","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","3.118","g","Radwag WTB 200 Precision Balance",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173658
"181","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","3.065","g","Radwag WTB 200 Precision Balance",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173753
"182","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","3.444","g","Radwag WTB 200 Precision Balance",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173732
"183","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","2.559","g","Radwag WTB 200 Precision Balance",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173739
"184","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","3.381","g","Radwag WTB 200 Precision Balance",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173746
"185","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","3.252","g","Radwag WTB 200 Precision Balance",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173767
"186","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","4.68","g","Radwag WTB 200 Precision Balance",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173774
"187","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","3.282","g","Radwag WTB 200 Precision Balance",8.679419,-83.5781,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173788
"188","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","3.894","g","Radwag WTB 200 Precision Balance",8.679419,-83.5781,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173795
"189","Rubiaceae","Faramea","Faramea permagnifolia","leaf dry mass","3.323","g","Radwag WTB 200 Precision Balance",8.679419,-83.5781,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173802
